age,background,experience,schedule,howlong,total_lift,gender_male,BMI,diet,experience_level
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1174.0,1,25.68322566273112,normal diet,Professional
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1003.0,1,24.021193771626297,normal diet,Amateur
27.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,992.0,1,23.385510204081633,no diet,Amateur
52.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1055.0,1,26.972244897959182,strict diet,Professional
30.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1115.0,1,28.47800925925926,no diet,Professional
37.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,1235.0,1,27.034129145970198,normal diet,Amateur
48.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,1170.0,1,25.804054054054053,normal diet,Professional
45.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1130.0,1,28.47800925925926,no diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,990.0,1,24.102857142857143,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1110.0,1,26.153040766317666,normal diet,Professional
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,992.0,1,23.867283950617285,normal diet,Professional
27.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1565.0,1,28.170204324538783,normal diet,Professional
38.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1010.0,1,27.31674018063432,normal diet,Professional
24.0,No or minimal sports,Beginner with coach,Other,1-2 years|,840.0,1,26.517950052029136,no diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1315.0,1,29.81907894736842,normal diet,Amateur
26.0,No or minimal sports,Beginner with coach,Other,1-2 years|,882.0,1,25.370015593673426,normal diet,Amateur
49.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1000.0,1,27.669982698961938,normal diet,Professional
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1365.0,1,29.744711111111112,no diet,Professional
24.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,1220.0,1,27.464398235664778,normal diet,Amateur
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1058.0,1,27.875696146134995,no diet,Expert
30.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1005.0,1,25.101869355177485,no diet,Amateur
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1153.0,1,34.148648648648646,normal diet,Professional
28.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1255.0,1,28.20679012345679,normal diet,Professional
36.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1160.0,1,29.28585598095616,normal diet,Professional
26.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1060.0,1,26.578449905482042,normal diet,Amateur
42.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1075.0,1,30.712875446334802,normal diet,Amateur
35.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,880.0,1,23.565095155709344,normal diet,Amateur
47.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,850.0,1,28.734212802768166,normal diet,Professional
43.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1000.0,1,25.250612244897958,no diet,Professional
27.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1040.0,1,27.799961419753085,normal diet,Professional
18.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1140.0,1,24.173226643598618,no diet,Amateur
28.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1080.0,1,25.102162269390995,normal diet,Amateur
35.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,1120.0,1,27.986486486486488,normal diet,Professional
29.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,1110.0,1,25.064740101332333,no diet,Amateur
19.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,925.0,1,21.69753086419753,normal diet,Amateur
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1060.0,1,25.52053164054751,no diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1186.0,1,25.765817901234566,normal diet,Professional
31.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,1014.0,1,23.672448979591838,normal diet,Amateur
40.0,Professional sports,Beginner with coach,Single workout per day,1-2 years|,959.0,1,25.52053164054751,no diet,Amateur
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1095.0,1,26.254897959183673,no diet,Professional
41.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,915.0,1,26.245333333333335,normal diet,Professional
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,950.0,1,29.754956560481176,normal diet,Amateur
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1150.0,1,25.84015963032976,normal diet,Professional
42.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,940.0,1,27.799961419753085,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1050.0,1,29.692138671875,no diet,Amateur
36.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1110.0,1,27.259183673469387,normal diet,Amateur
33.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1110.0,1,28.449117238643126,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,860.0,1,24.958579881656803,normal diet,Professional
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,970.0,1,26.254897959183673,strict diet,Professional
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,854.0,1,26.850694444444443,normal diet,Amateur
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,Less than 6 months|1-2 years|,1270.0,1,28.749228395061728,no diet,Amateur
37.0,No or minimal sports,Beginner with coach,Single workout per day,4+ years|,1210.0,1,27.216216216216218,normal diet,Expert
30.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,900.0,1,22.668163265306124,normal diet,Amateur
24.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,840.0,1,23.793846153846154,no diet,Amateur
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1180.0,1,24.39189189189189,normal diet,Amateur
38.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1205.0,1,24.12071111111111,normal diet,Amateur
25.0,No or minimal sports,Beginner with coach,Other,1-2 years|,800.0,1,23.12088888888889,no diet,Amateur
30.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,825.0,1,26.152185223725287,no diet,Amateur
30.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,925.0,1,24.363579080025204,normal diet,Amateur
30.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1100.0,1,27.472922039277922,normal diet,Professional
29.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,985.0,1,25.537551020408163,no diet,Professional
19.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1005.0,1,23.70759769886927,normal diet,Amateur
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,960.0,1,24.102857142857143,normal diet,Professional
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,910.0,1,29.08863684099979,no diet,Professional
42.0,No or minimal sports,Beginner without coach,Multiple workouts per day,1-2 years|,1169.0,1,23.75,normal diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1036.0,1,25.064740101332333,no diet,Amateur
35.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,885.0,1,22.955102040816328,normal diet,Amateur
43.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1090.0,1,29.681929067367236,normal diet,Professional
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,900.0,1,27.5624860770773,normal diet,Amateur
44.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,1010.0,1,27.439294426721712,normal diet,Professional
37.0,No or minimal sports,Beginner without coach,Single workout per day,2-4 years|,832.0,1,26.850694444444443,normal diet,Professional
37.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,875.0,1,28.5885736956953,normal diet,Amateur
35.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,970.0,1,24.93339100346021,no diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,920.0,1,27.194009125173576,normal diet,Amateur
32.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,981.0,1,28.16389177939646,normal diet,Professional
30.0,Recreational or educational sports,Beginner with coach,Other,4+ years|,893.0,1,25.101869355177485,no diet,Expert
48.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1105.0,1,27.121913580246915,normal diet,Professional
30.0,No or minimal sports,Beginner with coach,Other,1-2 years|,904.0,1,24.363579080025204,normal diet,Amateur
47.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|4+ years|,1047.0,1,24.165625,normal diet,Professional
29.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1055.0,1,24.676734693877552,normal diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1520.0,1,30.16891891891892,normal diet,Expert
33.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,1070.0,1,27.799961419753085,normal diet,Professional
45.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,880.0,1,24.207988980716255,normal diet,Professional
28.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,1069.0,1,23.625288804872927,normal diet,Amateur
27.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,710.0,1,21.376938775510204,normal diet,Amateur
50.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1280.0,1,27.85810810810811,strict diet,Expert
47.0,No or minimal sports,Beginner with coach,Other,2-4 years|,1130.0,1,27.194009125173576,normal diet,Professional
24.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1095.0,1,31.99431111111111,no diet,Amateur
48.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,880.0,1,27.121913580246915,normal diet,Professional
41.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1120.0,1,25.996435731788818,normal diet,Professional
37.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,920.0,1,32.1040320784139,no diet,Amateur
39.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,910.0,1,25.087770061728396,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1340.0,1,32.48477210670028,normal diet,Amateur
30.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,997.0,1,23.70759769886927,strict diet,Amateur
26.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,905.0,1,25.085423875432525,normal diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,885.0,1,22.85135135135135,normal diet,Professional
46.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,770.0,1,23.986510612973618,no diet,Amateur
